     1   -45.0000   -20.0000        NaN        NaN        NaN 
     2   -40.0000   -20.0000        NaN        NaN        NaN 
     3   -35.0000   -20.0000        NaN        NaN        NaN 
     4   -30.0000   -20.0000        NaN        NaN        NaN 
     5   -25.0000   -20.0000    -0.2435     0.0732     0.1008 
     6   -20.0000   -20.0000        NaN        NaN        NaN 
     7   -45.0000   -15.0000        NaN        NaN        NaN 
     8   -40.0000   -15.0000        NaN        NaN        NaN 
     9   -35.0000   -15.0000        NaN        NaN        NaN 
    10   -30.0000   -15.0000    -0.2659     0.0498     0.1061 
    11   -25.0000   -15.0000        NaN        NaN        NaN 
    12   -20.0000   -15.0000        NaN        NaN        NaN 
    13   -45.0000   -10.0000        NaN        NaN        NaN 
    14   -40.0000   -10.0000        NaN        NaN        NaN 
    15   -35.0000   -10.0000        NaN        NaN        NaN 
    16   -30.0000   -10.0000        NaN        NaN        NaN 
    17   -25.0000   -10.0000        NaN        NaN        NaN 
    18   -20.0000   -10.0000        NaN        NaN        NaN 
    19   -45.0000    -5.0000        NaN        NaN        NaN 
    20   -40.0000    -5.0000        NaN        NaN        NaN 
    21   -35.0000    -5.0000        NaN        NaN        NaN 
    22   -30.0000    -5.0000     1.0000     0.0000     1.0000 
    23   -25.0000    -5.0000        NaN        NaN        NaN 
    24   -20.0000    -5.0000        NaN        NaN        NaN 
    25   -45.0000     0.0000        NaN        NaN        NaN 
    26   -40.0000     0.0000        NaN        NaN        NaN 
    27   -35.0000     0.0000        NaN        NaN        NaN 
    28   -30.0000     0.0000        NaN        NaN        NaN 
    29   -25.0000     0.0000        NaN        NaN        NaN 
    30   -20.0000     0.0000        NaN        NaN        NaN 
