     1   -45.0000   -20.0000        NaN        NaN        NaN 
     2   -40.0000   -20.0000    -0.4618     0.0002     0.2517 
     3   -35.0000   -20.0000     0.2374     0.0654     0.5616 
     4   -30.0000   -20.0000     0.1342     0.3026     0.4189 
     5   -25.0000   -20.0000     0.2833     0.0270     0.5123 
     6   -20.0000   -20.0000     0.5279     0.0000     0.6397 
     7   -45.0000   -15.0000        NaN        NaN        NaN 
     8   -40.0000   -15.0000        NaN        NaN        NaN 
     9   -35.0000   -15.0000     0.5304     0.0000     0.6715 
    10   -30.0000   -15.0000     0.3950     0.0016     0.6074 
    11   -25.0000   -15.0000     0.6338     0.0000     0.7246 
    12   -20.0000   -15.0000     0.2056     0.1119     0.4513 
    13   -45.0000   -10.0000        NaN        NaN        NaN 
    14   -40.0000   -10.0000        NaN        NaN        NaN 
    15   -35.0000   -10.0000     0.4750     0.0001     0.6584 
    16   -30.0000   -10.0000     0.7496     0.0000     0.8225 
    17   -25.0000   -10.0000     0.5023     0.0000     0.6528 
    18   -20.0000   -10.0000     0.4788     0.0001     0.6257 
    19   -45.0000    -5.0000        NaN        NaN        NaN 
    20   -40.0000    -5.0000        NaN        NaN        NaN 
    21   -35.0000    -5.0000     0.3821     0.0024     0.5399 
    22   -30.0000    -5.0000     1.0000     0.0000     1.0000 
    23   -25.0000    -5.0000     0.0466     0.7213     0.3760 
    24   -20.0000    -5.0000     0.5428     0.0000     0.6755 
    25   -45.0000     0.0000     0.6475     0.0000     0.5682 
    26   -40.0000     0.0000     0.5581     0.0000     0.6069 
    27   -35.0000     0.0000     0.4363     0.0004     0.5432 
    28   -30.0000     0.0000     0.4807     0.0001     0.5508 
    29   -25.0000     0.0000     0.4192     0.0008     0.5380 
    30   -20.0000     0.0000     0.1923     0.1376     0.4334 
