   31.0000     1.4416 
   31.5000     1.4005 
   32.0000     1.4005 
   32.5000     2.0934 
   33.0000     2.0934 
   33.5000     2.0934 
   34.0000     2.0934 
   34.5000     2.0934 
   35.0000     2.0934 
   35.5000     2.0934 
   36.0000     1.8634 
   36.5000     1.6341 
   37.0000     1.6341 
   37.5000     1.6242 
   38.0000     1.6095 
   38.5000     1.5702 
   39.0000     1.5391 
   39.5000     1.5200 
   40.0000     1.4956 
   40.5000     1.4868 
   41.0000     1.5027 
   41.5000     1.5006 
   42.0000     1.4988 
   42.5000     1.5473 
   43.0000     1.8859 
   43.5000     1.8859 
   44.0000     1.8859 
   44.5000     1.8859 
   45.0000     1.8859 
   45.5000     1.9426 
   46.0000     1.9426 
   46.5000     1.9426 
   47.0000     1.9426 
   47.5000     1.9743 
   48.0000     2.0134 
   48.5000     2.0721 
   49.0000     2.1288 
   49.5000     2.1925 
   50.0000     2.2767 
   50.5000     2.3332 
   51.0000     2.3793 
   51.5000     2.4233 
   52.0000     2.4233 
   52.5000     2.4233 
   53.0000     2.4233 
   53.5000     2.4233 
   54.0000     1.8859 
   54.5000     1.8859 
   55.0000     1.8859 
   55.5000     1.8859 
   56.0000     1.8859 
   56.5000     1.8859 
   57.0000     1.8859 
   57.5000     1.4579 
   58.0000     1.4579 
