   31.0000     6.6100 
   31.5000     6.6665 
   32.0000     6.7506 
   32.5000     6.8223 
   33.0000     6.9711 
   33.5000     7.0767 
   34.0000     6.7099 
   34.5000     6.7099 
   35.0000     6.7099 
   35.5000     6.7099 
   36.0000     6.7099 
   36.5000     6.7099 
   37.0000     6.7099 
   37.5000     6.7099 
   38.0000     7.0353 
   38.5000     7.6280 
   39.0000     8.3495 
   39.5000     8.3495 
   40.0000     8.3495 
   40.5000     6.7099 
   41.0000     6.7099 
   41.5000     6.7099 
   42.0000     6.7099 
   42.5000     6.7099 
   43.0000     6.7099 
   43.5000     5.1527 
   44.0000     5.2687 
   44.5000     5.2687 
   45.0000     5.4617 
   45.5000     5.6109 
   46.0000     5.8833 
   46.5000     6.1287 
   47.0000     5.9736 
   47.5000     5.7814 
   48.0000     5.3877 
   48.5000     5.1995 
   49.0000     4.9831 
   49.5000     4.9831 
   50.0000     4.9831 
   50.5000     6.7099 
   51.0000     6.7099 
   51.5000     6.7099 
   52.0000     6.7099 
   52.5000     7.2285 
   53.0000     7.2285 
   53.5000     7.2285 
   54.0000     7.2285 
   54.5000     7.3598 
   55.0000     7.4755 
   55.5000     7.5940 
   56.0000     7.7379 
   56.5000     7.9942 
   57.0000     8.1086 
   57.5000     8.1868 
   58.0000     8.2195 
