  212.0000     7.9389 
  212.5000     7.9389 
  213.0000     7.9389 
  213.5000     7.9389 
  214.0000     6.8071 
  214.5000     6.8071 
  215.0000     6.8071 
  215.5000     6.8071 
  216.0000     6.8071 
  216.5000     6.8071 
  217.0000     6.8071 
  217.5000     6.8071 
  218.0000     5.2231 
  218.5000     5.2231 
  219.0000     5.2231 
  219.5000     5.2231 
  220.0000     5.2231 
  220.5000     5.2231 
  221.0000     5.2231 
  221.5000     5.7362 
  222.0000     6.4087 
  222.5000     6.4087 
  223.0000     6.4087 
  223.5000     6.4088 
  224.0000     6.4088 
  224.5000     6.2056 
  225.0000     6.0506 
  225.5000     5.7643 
  226.0000     5.7643 
  226.5000     5.7642 
  227.0000     5.7642 
  227.5000     6.1250 
  228.0000     6.3864 
  228.5000     6.8399 
  229.0000     6.8131 
  229.5000     6.8062 
  230.0000     6.7569 
  230.5000     6.6601 
  231.0000     6.5915 
  231.5000     6.2800 
  232.0000     6.2800 
  232.5000     6.2800 
  233.0000     6.8071 
  233.5000     6.8071 
  234.0000     6.8071 
  234.5000     6.8071 
  235.0000     6.8071 
  235.5000     6.8071 
  236.0000     6.8071 
  236.5000     6.8071 
  237.0000     9.0835 
  237.5000     9.0835 
  238.0000     9.0835 
  238.5000     9.0835 
  239.0000     9.0835 
  239.5000     9.0835 
  240.0000     9.0835 
  240.5000     9.0835 
  241.0000     6.8071 
  241.5000     6.8071 
  242.0000     6.8071 
