     1   -45.0000   -20.0000        NaN        NaN        NaN 
     2   -40.0000   -20.0000    -0.5078     0.0000     0.0817 
     3   -35.0000   -20.0000    -0.4006     0.0014     0.3205 
     4   -30.0000   -20.0000    -0.2779     0.0301     0.3177 
     5   -25.0000   -20.0000    -0.0973     0.4557     0.2913 
     6   -20.0000   -20.0000    -0.3106     0.0148     0.1546 
     7   -45.0000   -15.0000        NaN        NaN        NaN 
     8   -40.0000   -15.0000        NaN        NaN        NaN 
     9   -35.0000   -15.0000     1.0000     0.0000     1.0000 
    10   -30.0000   -15.0000     0.7875     0.0000     0.7996 
    11   -25.0000   -15.0000     0.3671     0.0036     0.5481 
    12   -20.0000   -15.0000    -0.1517     0.2432     0.2336 
    13   -45.0000   -10.0000        NaN        NaN        NaN 
    14   -40.0000   -10.0000        NaN        NaN        NaN 
    15   -35.0000   -10.0000     0.0074     0.9551     0.3700 
    16   -30.0000   -10.0000    -0.1878     0.1473     0.2428 
    17   -25.0000   -10.0000     0.6057     0.0000     0.6989 
    18   -20.0000   -10.0000     0.1391     0.2850     0.1133 
    19   -45.0000    -5.0000        NaN        NaN        NaN 
    20   -40.0000    -5.0000        NaN        NaN        NaN 
    21   -35.0000    -5.0000    -0.4042     0.0012     0.1337 
    22   -30.0000    -5.0000    -0.4272     0.0006     0.0467 
    23   -25.0000    -5.0000    -0.2440     0.0581     0.1930 
    24   -20.0000    -5.0000    -0.3976     0.0015     0.2079 
    25   -45.0000     0.0000     0.5687     0.0000     0.7169 
    26   -40.0000     0.0000     0.5696     0.0000     0.6807 
    27   -35.0000     0.0000     0.4746     0.0001     0.6082 
    28   -30.0000     0.0000     0.2661     0.0381     0.4774 
    29   -25.0000     0.0000    -0.1696     0.1914     0.2298 
    30   -20.0000     0.0000    -0.3929     0.0017     0.2049 
