     1   -45.0000   -20.0000        NaN        NaN        NaN 
     2   -40.0000   -20.0000    -0.1556     0.2566     0.2751 
     3   -35.0000   -20.0000     0.0135     0.9221     0.3773 
     4   -30.0000   -20.0000     0.1491     0.2774     0.3732 
     5   -25.0000   -20.0000    -0.1793     0.1902     0.2523 
     6   -20.0000   -20.0000    -0.2145     0.1159     0.2515 
     7   -45.0000   -15.0000        NaN        NaN        NaN 
     8   -40.0000   -15.0000        NaN        NaN        NaN 
     9   -35.0000   -15.0000     1.0000     0.0000     1.0000 
    10   -30.0000   -15.0000     0.0776     0.5732     0.2898 
    11   -25.0000   -15.0000    -0.1627     0.2352     0.2396 
    12   -20.0000   -15.0000     0.4775     0.0002     0.4040 
    13   -45.0000   -10.0000        NaN        NaN        NaN 
    14   -40.0000   -10.0000        NaN        NaN        NaN 
    15   -35.0000   -10.0000     0.2255     0.0979     0.4227 
    16   -30.0000   -10.0000     0.4745     0.0003     0.3475 
    17   -25.0000   -10.0000    -0.0022     0.9872     0.2895 
    18   -20.0000   -10.0000    -0.0134     0.9226     0.2616 
    19   -45.0000    -5.0000        NaN        NaN        NaN 
    20   -40.0000    -5.0000        NaN        NaN        NaN 
    21   -35.0000    -5.0000     0.2466     0.0695     0.3495 
    22   -30.0000    -5.0000     0.4498     0.0006     0.3687 
    23   -25.0000    -5.0000     0.1271     0.3551     0.2529 
    24   -20.0000    -5.0000     0.0192     0.8895     0.3077 
    25   -45.0000     0.0000     0.2162     0.1129     0.3434 
    26   -40.0000     0.0000    -0.1983     0.1467     0.2011 
    27   -35.0000     0.0000     0.0487     0.7241     0.2567 
    28   -30.0000     0.0000    -0.0321     0.8161     0.2365 
    29   -25.0000     0.0000     0.2567     0.0585     0.2574 
    30   -20.0000     0.0000    -0.0818     0.5525     0.2510 
