     1   -45.0000   -20.0000        NaN        NaN        NaN 
     2   -40.0000   -20.0000     0.1894     0.1437     0.4995 
     3   -35.0000   -20.0000     0.3326     0.0088     0.4369 
     4   -30.0000   -20.0000     0.7773     0.0000     0.6492 
     5   -25.0000   -20.0000    -0.1433     0.2704     0.2689 
     6   -20.0000   -20.0000     0.2149     0.0963     0.4997 
     7   -45.0000   -15.0000        NaN        NaN        NaN 
     8   -40.0000   -15.0000        NaN        NaN        NaN 
     9   -35.0000   -15.0000    -0.4272     0.0006     0.1516 
    10   -30.0000   -15.0000    -0.4089     0.0011     0.1719 
    11   -25.0000   -15.0000    -0.4020     0.0013     0.0391 
    12   -20.0000   -15.0000     0.0501     0.7013     0.2338 
    13   -45.0000   -10.0000        NaN        NaN        NaN 
    14   -40.0000   -10.0000        NaN        NaN        NaN 
    15   -35.0000   -10.0000    -0.0248     0.8496     0.3357 
    16   -30.0000   -10.0000     0.0737     0.5724     0.3649 
    17   -25.0000   -10.0000    -0.4326     0.0005     0.0350 
    18   -20.0000   -10.0000    -0.4329     0.0005     0.2394 
    19   -45.0000    -5.0000        NaN        NaN        NaN 
    20   -40.0000    -5.0000        NaN        NaN        NaN 
    21   -35.0000    -5.0000     0.3010     0.0184     0.5341 
    22   -30.0000    -5.0000     1.0000     0.0000     1.0000 
    23   -25.0000    -5.0000     0.7030     0.0000     0.7067 
    24   -20.0000    -5.0000     0.5312     0.0000     0.5344 
    25   -45.0000     0.0000    -0.2690     0.0360     0.2802 
    26   -40.0000     0.0000    -0.2863     0.0253     0.2925 
    27   -35.0000     0.0000    -0.2238     0.0829     0.3140 
    28   -30.0000     0.0000    -0.2886     0.0241     0.1049 
    29   -25.0000     0.0000    -0.3200     0.0119     0.0698 
    30   -20.0000     0.0000     0.2517     0.0504     0.4112 
