     1   -45.0000   -20.0000        NaN        NaN        NaN 
     2   -40.0000   -20.0000     0.3261     0.0151     0.5060 
     3   -35.0000   -20.0000    -0.3521     0.0084     0.3730 
     4   -30.0000   -20.0000    -0.2953     0.0286     0.3405 
     5   -25.0000   -20.0000    -0.1053     0.4442     0.3187 
     6   -20.0000   -20.0000    -0.6438     0.0000     0.0324 
     7   -45.0000   -15.0000        NaN        NaN        NaN 
     8   -40.0000   -15.0000        NaN        NaN        NaN 
     9   -35.0000   -15.0000     1.0000     0.0000     1.0000 
    10   -30.0000   -15.0000     0.6786     0.0000     0.7942 
    11   -25.0000   -15.0000     0.4728     0.0003     0.6335 
    12   -20.0000   -15.0000    -0.4064     0.0021     0.0968 
    13   -45.0000   -10.0000        NaN        NaN        NaN 
    14   -40.0000   -10.0000        NaN        NaN        NaN 
    15   -35.0000   -10.0000    -0.0075     0.9566     0.3131 
    16   -30.0000   -10.0000    -0.1524     0.2666     0.2875 
    17   -25.0000   -10.0000     0.4758     0.0002     0.5959 
    18   -20.0000   -10.0000    -0.3377     0.0117     0.3691 
    19   -45.0000    -5.0000        NaN        NaN        NaN 
    20   -40.0000    -5.0000        NaN        NaN        NaN 
    21   -35.0000    -5.0000    -0.4617     0.0004     0.0751 
    22   -30.0000    -5.0000    -0.2378     0.0804     0.1186 
    23   -25.0000    -5.0000    -0.4612     0.0004     0.0761 
    24   -20.0000    -5.0000    -0.6033     0.0000     0.0479 
    25   -45.0000     0.0000     0.5993     0.0000     0.7090 
    26   -40.0000     0.0000     0.3931     0.0030     0.5636 
    27   -35.0000     0.0000     0.5037     0.0001     0.5661 
    28   -30.0000     0.0000     0.1344     0.3279     0.4106 
    29   -25.0000     0.0000    -0.1781     0.1932     0.2522 
    30   -20.0000     0.0000    -0.5393     0.0000     0.1183 
