    29.171597    -35.479504     -1.995769      0.603000 
    29.171609    -35.485455     -1.938427      0.597000 
    29.171620    -35.491410     -1.881085      0.589000 
    29.171632    -35.497364     -1.823742      0.582000 
    29.171644    -35.503320     -1.766399      0.576000 
    29.171655    -35.509274     -1.709056      0.571000 
    29.171667    -35.515224     -1.651713      0.563000 
    29.171678    -35.521180     -1.594370      0.554000 
    29.171690    -35.527130     -1.537027      0.542000 
    29.171690    -35.533085     -1.479683      0.529000 
    29.171701    -35.539040     -1.422339      0.516000 
    29.171736    -35.556896     -1.250307      0.504000 
    29.171748    -35.562850     -1.192963      0.515000 
    29.171759    -35.568806     -1.135618      0.533000 
    29.171771    -35.574757     -1.078273      0.552000 
    29.171782    -35.580710     -1.020928      0.570000 
    29.171794    -35.586662     -0.963583      0.584000 
    29.171806    -35.592613     -0.906238      0.592000 
    29.171817    -35.598568     -0.848892      0.592000 
    29.171829    -35.604520     -0.791547      0.589000 
    29.171840    -35.610474     -0.734201      0.581000 
    29.171852    -35.616425     -0.676855      0.572000 
    29.171863    -35.622380     -0.619509      0.564000 
    29.171875    -35.628330     -0.562163      0.558000 
    29.171875    -35.634280     -0.504815      0.554000 
    29.171887    -35.640236     -0.447470      0.551000 
    29.171898    -35.646187     -0.390123      0.548000 
    29.171910    -35.652138     -0.332776      0.546000 
    29.171921    -35.658092     -0.275429      0.545000 
    29.171933    -35.664043     -0.218082      0.545000 
    29.171944    -35.669994     -0.160735      0.547000 
    29.171956    -35.675945     -0.103388      0.551000 
    29.171968    -35.681896     -0.046040      0.558000 
    31.170289    -36.496525     -1.961994      0.609000 
    31.170301    -36.502476     -1.904653      0.608000 
    31.170312    -36.508430     -1.847312      0.605000 
    31.170324    -36.514385     -1.789971      0.602000 
    31.170324    -36.520340     -1.732630      0.602000 
    31.170336    -36.526295     -1.675289      0.604000 
    31.170347    -36.532246     -1.617947      0.607000 
    31.170359    -36.538200     -1.560606      0.612000 
    31.170370    -36.544150     -1.503264      0.615000 
    31.170382    -36.550106     -1.445922      0.616000 
    31.170428    -36.573917     -1.216552      0.584000 
    31.170440    -36.579872     -1.159209      0.575000 
    31.170451    -36.585827     -1.101866      0.569000 
    31.170463    -36.591778     -1.044522      0.568000 
    31.170475    -36.597730     -0.987179      0.571000 
    31.170486    -36.603683     -0.929836      0.577000 
    31.170498    -36.609634     -0.872492      0.583000 
    31.170509    -36.615590     -0.815148      0.588000 
    31.170509    -36.621540     -0.757804      0.589000 
    31.170521    -36.627495     -0.700460      0.586000 
    31.170532    -36.633446     -0.643116      0.579000 
    31.170544    -36.639397     -0.585771      0.569000 
    31.170556    -36.645348     -0.528427      0.559000 
    31.170567    -36.651302     -0.471082      0.550000 
    31.170579    -36.657253     -0.413737      0.545000 
    31.170590    -36.663204     -0.356392      0.543000 
    31.170602    -36.669160     -0.299046      0.546000 
    31.170613    -36.675110     -0.241701      0.553000 
    31.170625    -36.681060     -0.184356      0.561000 
    31.170637    -36.687016     -0.127009      0.571000 
    31.170648    -36.692966     -0.069664      0.580000 
    31.170660    -36.698917     -0.012318      0.588000 
    36.649745    -33.250126     -0.031846      0.513000 
    36.649757    -33.256080     -0.089222      0.523000 
    36.649769    -33.262030     -0.146598      0.531000 
    36.649780    -33.267982     -0.203973      0.535000 
    36.649792    -33.273933     -0.261349      0.535000 
    36.649803    -33.279884     -0.318724      0.533000 
    36.649815    -33.285840     -0.376099      0.528000 
    36.649815    -33.291786     -0.433474      0.525000 
    36.649826    -33.297740     -0.490849      0.525000 
    36.649838    -33.303690     -0.548224      0.526000 
    36.649850    -33.309643     -0.605599      0.529000 
    36.649861    -33.315598     -0.662973      0.534000 
    36.649873    -33.321550     -0.720348      0.538000 
    36.649884    -33.327500     -0.777722      0.539000 
    36.649907    -33.339405     -0.892470      0.540000 
    36.649919    -33.345356     -0.949843      0.541000 
    36.649931    -33.351310     -1.007217      0.542000 
    36.649942    -33.357260     -1.064590      0.548000 
    36.649954    -33.363213     -1.121963      0.556000 
    36.649965    -33.369167     -1.179336      0.564000 
    36.649977    -33.375120     -1.236709      0.572000 
    36.649988    -33.381070     -1.294082      0.576000 
    36.650000    -33.387024     -1.351454      0.576000 
    36.650000    -33.392980     -1.408827      0.570000 
    36.650012    -33.398930     -1.466199      0.558000 
    36.650023    -33.404884     -1.523571      0.545000 
    36.650035    -33.410835     -1.580942      0.533000 
    36.650046    -33.416786     -1.638314      0.524000 
    36.650058    -33.422740     -1.695685      0.521000 
    36.650069    -33.428696     -1.753057      0.523000 
    36.650081    -33.434650     -1.810428      0.529000 
    36.650093    -33.440600     -1.867799      0.539000 
    36.650104    -33.446556     -1.925169      0.551000 
    36.650116    -33.452510     -1.982540      0.562000 
    38.648414    -34.256850     -0.006541      0.543000 
    38.648426    -34.262806     -0.063918      0.546000 
    38.648438    -34.268757     -0.121295      0.547000 
    38.648449    -34.274708     -0.178672      0.548000 
    38.648449    -34.280663     -0.236049      0.548000 
    38.648461    -34.286613     -0.293425      0.547000 
    38.648472    -34.292564     -0.350801      0.547000 
    38.648484    -34.298515     -0.408178      0.548000 
    38.648495    -34.304470     -0.465554      0.549000 
    38.648507    -34.310420     -0.522930      0.554000 
    38.648519    -34.316372     -0.580305      0.559000 
    38.648530    -34.322327     -0.637681      0.564000 
    38.648542    -34.328278     -0.695056      0.566000 
    38.648553    -34.334230     -0.752432      0.566000 
    38.648565    -34.340183     -0.809807      0.563000 
    38.648576    -34.346134     -0.867182      0.557000 
    38.648588    -34.352085     -0.924556      0.550000 
    38.648600    -34.358040     -0.981931      0.542000 
    38.648611    -34.363990     -1.039305      0.536000 
    38.648646    -34.387802     -1.268801      0.530000 
    38.648657    -34.393757     -1.326175      0.531000 
    38.648669    -34.399708     -1.383548      0.533000 
    38.648681    -34.405663     -1.440922      0.536000 
    38.648692    -34.411613     -1.498295      0.539000 
    38.648704    -34.417570     -1.555668      0.542000 
    38.648715    -34.423520     -1.613040      0.545000 
    38.648727    -34.429474     -1.670413      0.549000 
    38.648738    -34.435430     -1.727785      0.554000 
    38.648750    -34.441383     -1.785157      0.558000 
    38.648762    -34.447334     -1.842529      0.564000 
    38.648773    -34.453290     -1.899901      0.568000 
    38.648785    -34.459244     -1.957272      0.572000 
    40.647083    -35.270016     -0.051106      0.558000 
    40.647095    -35.275967     -0.108484      0.551000 
    40.647106    -35.281918     -0.165861      0.543000 
    40.647118    -35.287872     -0.223239      0.538000 
    40.647130    -35.293823     -0.280616      0.537000 
