  212.0000     9.4690 
  212.5000     9.6185 
  213.0000     9.2371 
  213.5000     9.1823 
  214.0000     8.8462 
  214.5000     8.3426 
  215.0000     8.2409 
  215.5000     8.1253 
  216.0000     7.5709 
  216.5000     7.5709 
  217.0000     7.7229 
  217.5000     6.9394 
  218.0000     6.9394 
  218.5000     6.9394 
  219.0000     6.9394 
  219.5000     6.6560 
  220.0000     6.6423 
  220.5000     6.6177 
  221.0000     6.5877 
  221.5000     6.5436 
  222.0000     6.6270 
  222.5000     6.7500 
  223.0000     7.3838 
  223.5000     8.0112 
  224.0000     8.0123 
  224.5000     8.0129 
  225.0000     8.0130 
  225.5000     8.0130 
  226.0000     7.8253 
  226.5000     7.6946 
  227.0000     7.4779 
  227.5000     8.5225 
  228.0000     9.1308 
  228.5000     9.6027 
  229.0000     9.8371 
  229.5000     9.8080 
  230.0000     9.8696 
  230.5000     9.7503 
  231.0000     9.5685 
  231.5000     8.7130 
  232.0000     8.7130 
  232.5000    10.0319 
  233.0000    10.3420 
  233.5000     9.9608 
  234.0000     9.9608 
  234.5000     9.7915 
  235.0000     9.3902 
  235.5000     9.1121 
  236.0000     9.1121 
  236.5000     8.6890 
  237.0000     8.9784 
  237.5000     9.3971 
  238.0000     9.3971 
  238.5000     9.3971 
  239.0000     9.3487 
  239.5000     9.3069 
  240.0000     9.3102 
  240.5000     9.3136 
  241.0000     9.2844 
  241.5000     8.7974 
  242.0000     8.4337 
