   31.0000     4.4060 
   31.5000     4.3550 
   32.0000     4.3550 
   32.5000     2.8665 
   33.0000     2.8665 
   33.5000     2.8665 
   34.0000     2.8665 
   34.5000     2.8665 
   35.0000     2.8665 
   35.5000     2.8665 
   36.0000     2.8665 
   36.5000     3.4960 
   37.0000     3.4960 
   37.5000     3.6965 
   38.0000     3.8374 
   38.5000     4.2069 
   39.0000     2.8665 
   39.5000     2.8665 
   40.0000     2.8665 
   40.5000     2.8665 
   41.0000     2.8665 
   41.5000     2.8665 
   42.0000     2.8665 
   42.5000     2.8665 
   43.0000     2.8665 
   43.5000     2.8665 
   44.0000     2.8665 
   44.5000     2.8665 
   45.0000     2.8665 
   45.5000     2.2421 
   46.0000     2.2421 
   46.5000     2.2421 
   47.0000     2.2421 
   47.5000     2.3185 
   48.0000     2.4124 
   48.5000     2.5533 
   49.0000     2.6895 
   49.5000     2.8425 
   50.0000     2.5723 
   50.5000     2.3910 
   51.0000     2.2431 
   51.5000     2.1018 
   52.0000     2.1019 
   52.5000     2.1019 
   53.0000     2.1019 
   53.5000     2.1019 
   54.0000     2.8665 
   54.5000     2.8665 
   55.0000     2.8665 
   55.5000     2.8665 
   56.0000     2.8665 
   56.5000     2.8665 
   57.0000     2.8665 
   57.5000     3.0234 
   58.0000     3.0234 
